timestamp,metric,value,alert
2025-10-16 12:39:50,humidity,63.19,High Humidity
2025-10-16 12:40:10,humidity,67.8,High Humidity
2025-10-16 12:40:15,humidity,66.39,High Humidity
2025-10-16 12:40:20,humidity,78.16,High Humidity
2025-10-16 12:40:30,humidity,77.54,High Humidity
2025-10-16 12:40:45,humidity,56.89,High Humidity
2025-10-16 12:40:50,humidity,67.85,High Humidity
2025-10-16 12:40:55,humidity,63.54,High Humidity
2025-10-16 12:41:00,humidity,70.84,High Humidity
2025-10-16 12:41:05,humidity,53.11,High Humidity
2025-10-16 12:41:10,humidity,56.17,High Humidity
2025-10-16 12:41:15,humidity,71.5,High Humidity
2025-10-16 12:41:20,humidity,67.04,High Humidity
2025-10-16 12:41:35,humidity,55.56,High Humidity
2025-10-16 12:41:40,humidity,74.27,High Humidity
2025-10-16 12:41:45,humidity,56.99,High Humidity
2025-10-16 12:41:50,humidity,70.0,High Humidity
2025-10-16 12:42:00,humidity,65.2,High Humidity
2025-10-16 12:42:05,humidity,73.04,High Humidity
2025-10-16 12:42:10,humidity,78.88,High Humidity
2025-10-16 12:42:15,humidity,69.06,High Humidity
2025-10-16 12:42:20,humidity,69.68,High Humidity
2025-10-16 12:42:25,humidity,52.97,High Humidity
2025-10-16 12:42:55,humidity,61.11,High Humidity
2025-10-16 12:43:05,humidity,79.95,High Humidity
2025-10-16 12:43:25,humidity,61.48,High Humidity
2025-10-16 12:43:35,humidity,63.77,High Humidity
2025-10-16 12:43:50,humidity,50.01,High Humidity
2025-10-16 12:43:55,humidity,59.68,High Humidity
2025-10-16 12:44:05,humidity,60.23,High Humidity
2025-10-16 12:44:10,humidity,57.14,High Humidity
2025-10-16 12:44:15,humidity,73.5,High Humidity
2025-10-16 12:44:20,humidity,56.55,High Humidity
2025-10-16 12:44:25,humidity,70.43,High Humidity
2025-10-16 12:44:45,humidity,51.39,High Humidity
2025-10-16 12:44:50,humidity,68.24,High Humidity
2025-10-16 12:45:00,humidity,50.16,High Humidity
2025-10-16 12:45:05,humidity,56.19,High Humidity
2025-10-16 12:45:10,humidity,75.56,High Humidity
2025-10-16 12:45:15,humidity,55.25,High Humidity
2025-10-16 12:45:20,humidity,73.78,High Humidity
2025-10-16 12:45:25,humidity,57.98,High Humidity
2025-10-16 12:45:35,humidity,79.4,High Humidity
2025-10-16 12:45:40,humidity,79.67,High Humidity
2025-10-16 12:45:45,humidity,75.31,High Humidity
2025-10-16 12:45:50,humidity,57.27,High Humidity
2025-10-16 12:45:55,humidity,72.6,High Humidity
2025-10-16 12:46:00,humidity,57.61,High Humidity
2025-10-16 12:46:05,humidity,55.11,High Humidity
2025-10-16 12:46:10,humidity,74.64,High Humidity
2025-10-16 12:46:20,humidity,68.87,High Humidity
2025-10-16 12:46:25,humidity,62.75,High Humidity
2025-10-16 12:46:30,humidity,65.81,High Humidity
2025-10-16 12:46:45,humidity,78.58,High Humidity
2025-10-16 12:46:55,humidity,76.99,High Humidity
2025-10-16 12:47:10,humidity,76.91,High Humidity
2025-10-16 12:47:15,humidity,58.47,High Humidity
2025-10-16 12:47:20,humidity,62.38,High Humidity
2025-10-16 12:47:50,humidity,67.18,High Humidity
2025-10-16 12:48:00,humidity,56.45,High Humidity
2025-10-16 12:48:05,humidity,72.35,High Humidity
2025-10-16 12:48:10,humidity,68.83,High Humidity
2025-10-16 12:48:15,humidity,76.38,High Humidity
2025-10-16 12:48:25,humidity,72.39,High Humidity
2025-10-16 12:48:30,humidity,76.09,High Humidity
2025-10-16 12:48:35,humidity,55.62,High Humidity
2025-10-16 12:48:40,humidity,70.69,High Humidity
2025-10-16 12:48:50,humidity,54.27,High Humidity
2025-10-16 12:48:55,humidity,79.11,High Humidity
2025-10-16 12:49:10,humidity,61.33,High Humidity
2025-10-16 12:49:15,humidity,65.45,High Humidity
2025-10-16 12:49:20,humidity,74.47,High Humidity
2025-10-16 12:49:25,humidity,69.39,High Humidity
2025-10-16 12:49:30,humidity,53.12,High Humidity
2025-10-16 12:49:35,humidity,56.3,High Humidity
2025-10-16 12:49:45,humidity,62.17,High Humidity
2025-10-16 12:49:50,humidity,54.7,High Humidity
2025-10-16 12:50:00,humidity,64.76,High Humidity
2025-10-16 12:50:10,humidity,79.7,High Humidity
2025-10-16 12:50:15,humidity,79.61,High Humidity
2025-10-16 12:50:30,humidity,50.33,High Humidity
2025-10-16 12:50:35,humidity,62.77,High Humidity
2025-10-16 12:50:50,humidity,63.86,High Humidity
2025-10-16 12:51:00,humidity,59.31,High Humidity
2025-10-16 12:51:05,humidity,55.87,High Humidity
2025-10-16 12:51:10,humidity,54.81,High Humidity
2025-10-16 12:51:20,humidity,73.94,High Humidity
2025-10-16 12:51:25,humidity,55.9,High Humidity
2025-10-16 12:51:30,humidity,52.52,High Humidity
2025-10-16 12:51:35,humidity,78.55,High Humidity
2025-10-16 12:51:40,humidity,53.88,High Humidity
2025-10-16 12:51:45,humidity,55.48,High Humidity
2025-10-16 12:51:55,humidity,56.46,High Humidity
2025-10-16 12:52:05,humidity,68.85,High Humidity
2025-10-16 12:52:10,humidity,62.72,High Humidity
2025-10-16 12:52:20,humidity,77.85,High Humidity
2025-10-16 12:52:25,humidity,78.51,High Humidity
2025-10-16 12:52:30,humidity,77.32,High Humidity
2025-10-16 12:52:35,humidity,64.08,High Humidity
2025-10-16 12:52:40,humidity,61.53,High Humidity
2025-10-16 12:52:45,humidity,73.89,High Humidity
2025-10-16 12:52:50,humidity,74.65,High Humidity
2025-10-16 12:52:55,humidity,69.28,High Humidity
2025-10-16 12:53:00,humidity,60.75,High Humidity
2025-10-16 12:53:05,humidity,59.88,High Humidity
2025-10-16 12:53:15,humidity,58.29,High Humidity
2025-10-16 12:53:25,humidity,77.48,High Humidity
2025-10-16 12:53:30,humidity,70.69,High Humidity
2025-10-16 12:53:35,humidity,64.93,High Humidity
2025-10-16 12:53:50,humidity,65.67,High Humidity
2025-10-16 12:53:55,humidity,59.36,High Humidity
2025-10-16 12:54:05,humidity,53.65,High Humidity
2025-10-16 12:54:15,humidity,52.14,High Humidity
2025-10-16 12:54:20,humidity,71.08,High Humidity
2025-10-16 12:54:35,humidity,51.61,High Humidity
2025-10-16 12:54:40,humidity,75.28,High Humidity
2025-10-16 12:54:45,humidity,66.29,High Humidity
2025-10-16 12:54:50,humidity,51.96,High Humidity
2025-10-16 12:55:05,humidity,63.27,High Humidity
2025-10-16 12:55:11,humidity,77.4,High Humidity
2025-10-16 12:55:16,humidity,56.21,High Humidity
2025-10-16 12:55:21,humidity,68.01,High Humidity
2025-10-16 12:55:26,humidity,79.61,High Humidity
2025-10-16 12:55:36,humidity,61.96,High Humidity
2025-10-16 12:55:41,humidity,59.39,High Humidity
2025-10-16 12:55:56,humidity,58.65,High Humidity
2025-10-16 12:56:06,humidity,55.42,High Humidity
2025-10-16 12:56:11,humidity,51.34,High Humidity
2025-10-16 12:56:31,humidity,70.78,High Humidity
2025-10-16 12:56:41,humidity,54.66,High Humidity
2025-10-16 12:56:46,humidity,71.51,High Humidity
2025-10-16 12:56:56,humidity,55.84,High Humidity
2025-10-16 12:57:01,humidity,59.38,High Humidity
2025-10-16 12:57:06,humidity,55.71,High Humidity
2025-10-16 12:57:16,humidity,59.14,High Humidity
2025-10-16 12:57:26,humidity,57.05,High Humidity
2025-10-16 12:57:46,humidity,51.81,High Humidity
2025-10-16 12:57:56,humidity,78.41,High Humidity
2025-10-16 12:58:01,humidity,76.08,High Humidity
2025-10-16 12:58:11,humidity,55.21,High Humidity
2025-10-16 12:58:16,humidity,61.96,High Humidity
2025-10-16 12:58:21,humidity,66.02,High Humidity
2025-10-16 12:58:36,humidity,65.85,High Humidity
2025-10-16 12:58:41,humidity,77.15,High Humidity
2025-10-16 12:58:56,humidity,68.9,High Humidity
2025-10-16 12:59:01,humidity,75.01,High Humidity
2025-10-16 12:59:11,humidity,69.98,High Humidity
2025-10-16 12:59:16,humidity,50.59,High Humidity
2025-10-16 12:59:21,humidity,77.57,High Humidity
2025-10-16 12:59:26,humidity,54.56,High Humidity
2025-10-16 12:59:36,humidity,61.86,High Humidity
2025-10-16 12:59:41,humidity,70.22,High Humidity
2025-10-16 12:59:51,humidity,52.49,High Humidity
2025-10-16 13:00:01,humidity,61.05,High Humidity
2025-10-16 13:00:11,humidity,67.59,High Humidity
2025-10-16 13:00:16,humidity,67.45,High Humidity
2025-10-16 13:00:21,humidity,55.71,High Humidity
2025-10-16 13:00:36,humidity,69.55,High Humidity
2025-10-16 13:00:41,humidity,65.55,High Humidity
2025-10-16 13:00:56,humidity,52.61,High Humidity
2025-10-16 13:01:11,humidity,68.49,High Humidity
2025-10-16 13:01:31,humidity,72.83,High Humidity
2025-10-16 13:01:36,humidity,54.92,High Humidity
2025-10-16 13:01:51,humidity,50.02,High Humidity
2025-10-16 13:01:56,humidity,66.14,High Humidity
2025-10-16 13:02:11,humidity,78.7,High Humidity
2025-10-16 13:02:16,humidity,58.18,High Humidity
2025-10-16 13:02:21,humidity,53.44,High Humidity
2025-10-16 13:02:26,humidity,63.35,High Humidity
2025-10-16 13:02:31,humidity,73.51,High Humidity
2025-10-16 13:02:36,humidity,71.54,High Humidity
2025-10-16 13:02:46,humidity,77.36,High Humidity
2025-10-16 13:02:51,humidity,57.28,High Humidity
2025-10-16 13:03:06,humidity,76.52,High Humidity
2025-10-16 13:03:16,humidity,75.56,High Humidity
2025-10-16 13:03:21,humidity,78.16,High Humidity
2025-10-16 13:03:26,humidity,60.55,High Humidity
2025-10-16 13:03:31,humidity,60.89,High Humidity
2025-10-16 13:03:36,humidity,77.07,High Humidity
2025-10-16 13:03:41,humidity,75.66,High Humidity
2025-10-16 13:04:16,humidity,60.13,High Humidity
2025-10-16 13:04:26,humidity,60.91,High Humidity
2025-10-16 13:04:36,humidity,69.46,High Humidity
2025-10-16 13:04:46,humidity,72.53,High Humidity
2025-10-16 13:04:56,humidity,79.42,High Humidity
2025-10-16 13:05:01,humidity,52.13,High Humidity
2025-10-16 13:05:06,humidity,70.85,High Humidity
2025-10-16 13:05:16,humidity,75.04,High Humidity
2025-10-16 13:05:26,humidity,55.52,High Humidity
2025-10-16 13:05:36,humidity,50.17,High Humidity
2025-10-16 13:05:41,humidity,51.51,High Humidity
2025-10-16 13:06:01,humidity,59.71,High Humidity
2025-10-16 13:06:06,humidity,72.9,High Humidity
2025-10-16 13:06:11,humidity,71.83,High Humidity
2025-10-16 13:06:21,humidity,58.6,High Humidity
2025-10-16 13:06:26,humidity,58.37,High Humidity
2025-10-16 13:06:36,humidity,76.39,High Humidity
2025-10-16 13:06:41,humidity,63.69,High Humidity
2025-10-16 13:06:46,humidity,59.32,High Humidity
2025-10-16 13:06:56,humidity,52.39,High Humidity
2025-10-16 13:07:06,humidity,64.22,High Humidity
2025-10-16 13:07:11,humidity,79.28,High Humidity
2025-10-16 13:07:21,humidity,61.09,High Humidity
2025-10-16 13:07:41,humidity,62.75,High Humidity
2025-10-16 13:07:46,humidity,78.57,High Humidity
2025-10-16 13:07:51,humidity,69.59,High Humidity
2025-10-16 13:08:01,humidity,75.98,High Humidity
2025-10-16 13:08:11,humidity,66.83,High Humidity
2025-10-16 13:08:16,humidity,65.07,High Humidity
2025-10-16 13:08:26,humidity,53.44,High Humidity
2025-10-16 13:08:31,humidity,74.35,High Humidity
2025-10-16 13:08:41,humidity,78.3,High Humidity
2025-10-16 13:08:51,humidity,69.9,High Humidity
2025-10-16 13:08:56,humidity,71.86,High Humidity
2025-10-16 13:09:01,humidity,51.0,High Humidity
2025-10-16 13:09:06,humidity,77.2,High Humidity
2025-10-16 13:09:21,humidity,70.7,High Humidity
2025-10-16 13:09:46,humidity,79.55,High Humidity
2025-10-16 13:09:51,humidity,57.89,High Humidity
2025-10-16 13:10:06,humidity,66.51,High Humidity
2025-10-16 13:10:11,humidity,63.29,High Humidity
2025-10-16 13:10:16,humidity,64.54,High Humidity
2025-10-16 13:10:21,humidity,63.05,High Humidity
2025-10-16 13:10:26,humidity,53.39,High Humidity
2025-10-16 13:10:31,humidity,51.85,High Humidity
2025-10-16 13:10:41,humidity,63.03,High Humidity
2025-10-16 13:10:46,humidity,60.03,High Humidity
2025-10-16 13:11:01,humidity,75.43,High Humidity
2025-10-16 13:11:06,humidity,56.87,High Humidity
2025-10-16 13:11:26,humidity,50.76,High Humidity
2025-10-16 13:11:31,humidity,51.34,High Humidity
2025-10-16 13:12:01,humidity,74.95,High Humidity
2025-10-16 13:12:06,humidity,73.32,High Humidity
2025-10-16 13:12:11,humidity,69.55,High Humidity
2025-10-16 13:12:16,humidity,53.73,High Humidity
2025-10-16 13:12:36,humidity,65.13,High Humidity
2025-10-16 13:12:41,humidity,69.8,High Humidity
2025-10-16 13:12:51,humidity,74.36,High Humidity
2025-10-16 13:13:01,humidity,53.09,High Humidity
2025-10-16 13:13:06,humidity,65.31,High Humidity
2025-10-16 13:13:11,humidity,59.24,High Humidity
2025-10-16 13:13:16,humidity,54.42,High Humidity
2025-10-16 13:13:26,humidity,67.45,High Humidity
2025-10-16 13:13:56,humidity,50.92,High Humidity
2025-10-16 13:14:01,humidity,50.9,High Humidity
2025-10-16 13:14:11,humidity,55.26,High Humidity
2025-10-16 13:14:21,humidity,72.2,High Humidity
2025-10-16 13:14:41,humidity,54.64,High Humidity
2025-10-16 13:14:46,humidity,74.45,High Humidity
2025-10-16 13:14:51,humidity,60.57,High Humidity
2025-10-16 13:14:56,humidity,51.77,High Humidity
2025-10-16 13:15:06,humidity,65.36,High Humidity
2025-10-16 13:15:11,humidity,62.14,High Humidity
2025-10-16 13:15:16,humidity,70.16,High Humidity
2025-10-16 13:15:26,humidity,71.52,High Humidity
2025-10-16 13:15:36,humidity,72.13,High Humidity
2025-10-16 13:15:51,humidity,76.69,High Humidity
2025-10-16 13:15:56,humidity,52.35,High Humidity
2025-10-16 13:16:01,humidity,64.32,High Humidity
2025-10-16 13:16:06,humidity,75.86,High Humidity
2025-10-16 13:16:21,humidity,55.0,High Humidity
2025-10-16 13:16:37,humidity,62.24,High Humidity
2025-10-16 13:16:42,humidity,65.02,High Humidity
2025-10-16 13:16:47,humidity,58.5,High Humidity
2025-10-16 13:16:57,humidity,61.5,High Humidity
2025-10-16 13:17:07,humidity,54.8,High Humidity
2025-10-16 13:17:27,humidity,73.73,High Humidity
2025-10-16 13:17:37,humidity,52.41,High Humidity
2025-10-16 13:17:57,humidity,57.78,High Humidity
2025-10-16 13:18:02,humidity,65.55,High Humidity
2025-10-16 13:18:17,humidity,53.45,High Humidity
2025-10-16 13:18:22,humidity,76.51,High Humidity
2025-10-16 13:18:27,humidity,79.89,High Humidity
2025-10-16 13:18:42,humidity,56.12,High Humidity
2025-10-16 13:18:52,humidity,65.73,High Humidity
2025-10-16 13:19:02,humidity,63.22,High Humidity
2025-10-16 13:19:07,humidity,62.88,High Humidity
2025-10-16 13:19:12,humidity,62.73,High Humidity
2025-10-16 13:19:17,humidity,70.87,High Humidity
2025-10-16 13:19:37,humidity,63.95,High Humidity
2025-10-16 13:20:07,humidity,58.19,High Humidity
2025-10-16 13:20:12,humidity,51.53,High Humidity
2025-10-16 13:20:17,humidity,56.48,High Humidity
2025-10-16 13:20:27,humidity,72.63,High Humidity
2025-10-16 13:20:32,humidity,54.19,High Humidity
2025-10-16 13:20:42,humidity,77.28,High Humidity
2025-10-16 13:20:47,humidity,64.74,High Humidity
2025-10-16 13:20:52,humidity,63.79,High Humidity
2025-10-16 13:20:57,humidity,75.62,High Humidity
2025-10-16 13:21:02,humidity,56.97,High Humidity
2025-10-16 13:21:07,humidity,76.35,High Humidity
2025-10-16 13:21:17,humidity,71.97,High Humidity
2025-10-16 13:21:22,humidity,72.2,High Humidity
2025-10-16 13:21:27,humidity,69.69,High Humidity
2025-10-16 13:21:32,humidity,54.6,High Humidity
2025-10-16 13:21:37,humidity,73.53,High Humidity
2025-10-16 13:21:47,humidity,77.15,High Humidity
2025-10-16 13:21:52,humidity,59.25,High Humidity
2025-10-16 13:22:02,humidity,61.14,High Humidity
2025-10-16 13:22:07,humidity,61.59,High Humidity
2025-10-16 13:22:12,humidity,67.77,High Humidity
2025-10-16 13:22:17,humidity,51.71,High Humidity
2025-10-16 13:22:32,humidity,72.29,High Humidity
2025-10-16 13:22:47,humidity,57.04,High Humidity
2025-10-16 13:22:52,humidity,50.27,High Humidity
2025-10-16 13:22:57,humidity,76.41,High Humidity
2025-10-16 13:23:12,humidity,65.08,High Humidity
2025-10-16 13:23:22,humidity,71.66,High Humidity
2025-10-16 13:23:27,humidity,52.51,High Humidity
2025-10-16 13:23:32,humidity,53.34,High Humidity
2025-10-16 13:23:37,humidity,73.13,High Humidity
2025-10-16 13:23:52,humidity,65.57,High Humidity
2025-10-16 13:24:07,humidity,51.18,High Humidity
2025-10-16 13:24:12,humidity,60.56,High Humidity
2025-10-16 13:24:17,humidity,58.99,High Humidity
2025-10-16 13:24:22,humidity,75.63,High Humidity
2025-10-16 13:24:37,humidity,68.07,High Humidity
2025-10-16 13:24:42,humidity,54.47,High Humidity
2025-10-16 13:24:47,humidity,71.64,High Humidity
2025-10-16 13:24:57,humidity,51.11,High Humidity
2025-10-16 13:25:02,humidity,54.26,High Humidity
2025-10-16 13:25:07,humidity,72.37,High Humidity
2025-10-16 13:25:22,humidity,75.56,High Humidity
2025-10-16 13:25:32,humidity,75.73,High Humidity
2025-10-16 13:25:37,humidity,61.68,High Humidity
2025-10-16 13:25:42,humidity,50.81,High Humidity
2025-10-16 13:25:57,humidity,64.37,High Humidity
2025-10-16 13:26:02,humidity,73.33,High Humidity
2025-10-16 13:26:12,humidity,67.44,High Humidity
2025-10-16 13:26:22,humidity,65.95,High Humidity
2025-10-16 13:26:32,humidity,79.49,High Humidity
2025-10-16 13:26:37,humidity,77.42,High Humidity
2025-10-16 13:26:42,humidity,59.86,High Humidity
2025-10-16 13:26:47,humidity,78.67,High Humidity
2025-10-16 13:26:57,humidity,61.48,High Humidity
2025-10-16 13:27:02,humidity,74.06,High Humidity
2025-10-16 13:27:27,humidity,63.27,High Humidity
2025-10-16 13:27:37,humidity,57.47,High Humidity
2025-10-16 13:27:42,humidity,77.15,High Humidity
2025-10-16 13:27:57,humidity,78.65,High Humidity
2025-10-16 13:28:07,humidity,55.67,High Humidity
2025-10-16 13:28:17,humidity,58.36,High Humidity
2025-10-16 13:28:22,humidity,60.02,High Humidity
2025-10-16 13:28:32,humidity,66.76,High Humidity
2025-10-16 13:28:47,humidity,79.05,High Humidity
2025-10-16 13:28:52,humidity,72.37,High Humidity
2025-10-16 13:29:02,humidity,77.29,High Humidity
2025-10-16 13:29:12,humidity,72.45,High Humidity
2025-10-16 13:29:27,humidity,75.31,High Humidity
2025-10-16 13:29:32,humidity,52.03,High Humidity
2025-10-16 13:29:37,humidity,52.82,High Humidity
2025-10-16 13:29:42,humidity,59.66,High Humidity
2025-10-16 13:29:47,humidity,55.35,High Humidity
2025-10-16 13:29:57,humidity,73.02,High Humidity
2025-10-16 13:30:02,humidity,71.02,High Humidity
2025-10-16 13:30:22,humidity,62.63,High Humidity
2025-10-16 13:30:42,humidity,77.02,High Humidity
2025-10-16 13:30:47,humidity,68.78,High Humidity
2025-10-16 13:30:52,humidity,70.9,High Humidity
2025-10-16 13:31:27,humidity,52.98,High Humidity
2025-10-16 13:31:32,humidity,52.05,High Humidity
2025-10-16 13:31:37,humidity,60.25,High Humidity
2025-10-16 13:31:47,humidity,64.13,High Humidity
2025-10-16 13:32:22,humidity,73.45,High Humidity
2025-10-16 13:32:27,humidity,51.78,High Humidity
2025-10-16 13:32:32,humidity,63.62,High Humidity
2025-10-16 13:32:42,humidity,62.7,High Humidity
2025-10-16 13:32:47,humidity,62.52,High Humidity
2025-10-16 13:33:02,humidity,52.73,High Humidity
2025-10-16 13:33:07,humidity,63.81,High Humidity
2025-10-16 13:33:32,humidity,65.84,High Humidity
2025-10-16 13:33:37,humidity,66.87,High Humidity
2025-10-16 13:33:42,humidity,78.72,High Humidity
2025-10-16 13:33:47,humidity,68.67,High Humidity
2025-10-16 13:33:52,humidity,63.98,High Humidity
2025-10-16 13:34:02,humidity,61.3,High Humidity
2025-10-16 13:34:17,humidity,59.61,High Humidity
2025-10-16 13:34:27,humidity,67.59,High Humidity
2025-10-16 13:34:37,humidity,64.53,High Humidity
2025-10-16 13:34:42,humidity,57.49,High Humidity
2025-10-16 13:34:47,humidity,76.99,High Humidity
2025-10-16 13:34:57,humidity,73.6,High Humidity
2025-10-16 13:35:02,humidity,66.26,High Humidity
2025-10-16 13:35:07,humidity,74.24,High Humidity
2025-10-16 13:35:17,humidity,67.16,High Humidity
2025-10-16 13:35:27,humidity,75.48,High Humidity
2025-10-16 13:35:32,humidity,69.03,High Humidity
2025-10-16 13:35:37,humidity,70.29,High Humidity
2025-10-16 13:35:52,humidity,74.75,High Humidity
2025-10-16 13:35:57,humidity,50.26,High Humidity
2025-10-16 13:36:02,humidity,78.05,High Humidity
2025-10-16 13:36:17,humidity,58.41,High Humidity
2025-10-16 13:36:22,humidity,67.44,High Humidity
2025-10-16 13:36:27,humidity,64.41,High Humidity
2025-10-16 13:36:32,humidity,72.12,High Humidity
2025-10-16 13:36:37,humidity,77.16,High Humidity
2025-10-16 13:36:42,humidity,69.65,High Humidity
2025-10-16 13:36:47,humidity,71.65,High Humidity
2025-10-16 13:36:52,humidity,55.61,High Humidity
2025-10-16 13:37:13,humidity,78.96,High Humidity
2025-10-16 13:37:23,humidity,71.14,High Humidity
2025-10-16 13:37:28,humidity,58.95,High Humidity
2025-10-16 13:37:53,humidity,78.16,High Humidity
2025-10-16 13:37:58,humidity,55.31,High Humidity
2025-10-16 13:38:03,humidity,64.48,High Humidity
2025-10-16 13:38:08,humidity,74.54,High Humidity
2025-10-16 13:38:13,humidity,54.62,High Humidity
2025-10-16 13:38:18,humidity,65.85,High Humidity
2025-10-16 13:38:23,humidity,57.22,High Humidity
2025-10-16 13:38:33,humidity,66.68,High Humidity
2025-10-16 13:38:38,humidity,78.58,High Humidity
2025-10-16 13:38:58,humidity,64.38,High Humidity
2025-10-16 13:39:03,humidity,77.8,High Humidity
2025-10-16 13:39:13,humidity,78.05,High Humidity
2025-10-16 13:39:38,humidity,74.88,High Humidity
2025-10-16 13:39:43,humidity,70.78,High Humidity
2025-10-16 13:39:58,humidity,75.69,High Humidity
2025-10-16 13:40:03,humidity,65.42,High Humidity
2025-10-16 13:40:23,humidity,75.26,High Humidity
2025-10-16 13:40:33,humidity,55.3,High Humidity
2025-10-16 13:40:48,humidity,76.17,High Humidity
2025-10-16 13:40:53,humidity,53.99,High Humidity
2025-10-16 13:40:58,humidity,50.51,High Humidity
2025-10-16 13:41:03,humidity,69.66,High Humidity
2025-10-16 13:41:08,humidity,55.98,High Humidity
2025-10-16 13:41:13,humidity,72.31,High Humidity
2025-10-16 13:41:23,humidity,51.95,High Humidity
2025-10-16 13:41:28,humidity,52.52,High Humidity
2025-10-16 13:41:33,humidity,75.94,High Humidity
2025-10-16 13:41:38,humidity,63.22,High Humidity
2025-10-16 13:41:43,humidity,58.27,High Humidity
2025-10-16 13:41:48,humidity,73.58,High Humidity
2025-10-16 13:42:08,humidity,51.75,High Humidity
2025-10-16 13:42:13,humidity,76.19,High Humidity
2025-10-16 13:42:18,humidity,75.46,High Humidity
2025-10-16 13:42:28,humidity,68.47,High Humidity
2025-10-16 13:42:33,humidity,72.38,High Humidity
2025-10-16 13:42:38,humidity,61.88,High Humidity
2025-10-16 13:42:53,humidity,74.03,High Humidity
2025-10-16 13:43:08,humidity,64.65,High Humidity
2025-10-16 13:43:13,humidity,61.4,High Humidity
2025-10-16 13:43:18,humidity,61.17,High Humidity
2025-10-16 13:43:28,humidity,75.4,High Humidity
2025-10-16 13:43:33,humidity,63.02,High Humidity
2025-10-16 13:43:38,humidity,62.61,High Humidity
2025-10-16 13:43:53,humidity,67.97,High Humidity
2025-10-16 13:44:03,humidity,60.82,High Humidity
2025-10-16 13:44:13,humidity,60.65,High Humidity
2025-10-16 13:44:18,humidity,54.9,High Humidity
2025-10-16 13:44:23,humidity,53.56,High Humidity
2025-10-16 13:44:28,humidity,56.31,High Humidity
2025-10-16 13:44:38,humidity,58.81,High Humidity
2025-10-16 13:44:43,humidity,71.75,High Humidity
2025-10-16 13:44:48,humidity,60.83,High Humidity
2025-10-16 13:44:58,humidity,77.17,High Humidity
2025-10-16 13:45:18,humidity,59.82,High Humidity
2025-10-16 13:45:28,humidity,60.17,High Humidity
2025-10-16 13:45:43,humidity,56.82,High Humidity
2025-10-16 13:45:48,humidity,79.21,High Humidity
2025-10-16 13:45:58,humidity,62.53,High Humidity
2025-10-16 13:46:03,humidity,60.21,High Humidity
2025-10-16 13:46:13,humidity,76.88,High Humidity
2025-10-16 13:46:18,humidity,60.19,High Humidity
2025-10-16 13:46:23,humidity,60.83,High Humidity
2025-10-16 13:46:33,humidity,53.69,High Humidity
2025-10-16 13:46:38,humidity,56.04,High Humidity
2025-10-16 13:46:43,humidity,77.41,High Humidity
2025-10-16 13:46:48,humidity,64.4,High Humidity
2025-10-16 13:46:58,humidity,52.87,High Humidity
2025-10-16 13:47:03,humidity,68.9,High Humidity
2025-10-16 13:47:18,humidity,65.93,High Humidity
2025-10-16 13:47:23,humidity,77.2,High Humidity
2025-10-16 13:47:28,humidity,51.7,High Humidity
2025-10-16 13:47:33,humidity,73.3,High Humidity
2025-10-16 13:47:43,humidity,70.53,High Humidity
2025-10-16 13:47:58,humidity,51.4,High Humidity
2025-10-16 13:48:08,humidity,66.05,High Humidity
2025-10-16 13:48:13,humidity,76.84,High Humidity
2025-10-16 13:48:18,humidity,59.81,High Humidity
2025-10-16 13:48:28,humidity,55.95,High Humidity
2025-10-16 13:48:38,humidity,64.12,High Humidity
2025-10-16 13:48:58,humidity,72.76,High Humidity
2025-10-16 13:49:03,humidity,65.1,High Humidity
2025-10-16 13:49:08,humidity,73.14,High Humidity
2025-10-16 13:49:13,humidity,71.9,High Humidity
2025-10-16 13:49:18,humidity,62.43,High Humidity
2025-10-16 13:49:43,humidity,53.61,High Humidity
2025-10-16 13:49:58,humidity,79.26,High Humidity
2025-10-16 13:50:03,humidity,55.15,High Humidity
2025-10-16 13:50:23,humidity,75.94,High Humidity
2025-10-16 14:29:38,humidity,52.87,High Humidity
2025-10-16 14:29:43,humidity,50.57,High Humidity
2025-10-16 14:29:53,humidity,69.44,High Humidity
2025-10-16 14:29:58,humidity,59.59,High Humidity
2025-10-16 14:30:08,humidity,61.21,High Humidity
2025-10-16 14:30:18,humidity,57.5,High Humidity
2025-10-16 14:30:33,humidity,59.43,High Humidity
2025-10-16 14:30:38,humidity,70.5,High Humidity
2025-10-16 14:30:43,humidity,69.32,High Humidity
2025-10-16 14:30:48,humidity,67.12,High Humidity
2025-10-16 14:30:58,humidity,60.48,High Humidity
2025-10-16 14:31:03,humidity,71.55,High Humidity
2025-10-16 14:31:13,humidity,53.13,High Humidity
2025-10-16 14:31:18,humidity,58.85,High Humidity
2025-10-16 14:31:23,humidity,66.2,High Humidity
2025-10-16 14:31:33,humidity,58.6,High Humidity
2025-10-16 14:31:48,humidity,72.78,High Humidity
2025-10-16 14:31:53,humidity,60.78,High Humidity
2025-10-16 14:31:58,humidity,54.17,High Humidity
2025-10-16 14:32:03,humidity,66.69,High Humidity
2025-10-16 14:32:13,humidity,61.3,High Humidity
2025-10-16 14:32:23,humidity,51.31,High Humidity
2025-10-16 14:32:53,humidity,76.93,High Humidity
2025-10-16 14:33:03,humidity,62.52,High Humidity
2025-10-16 14:33:08,humidity,74.21,High Humidity
2025-10-16 14:33:18,humidity,76.05,High Humidity
2025-10-16 14:33:23,humidity,59.17,High Humidity
2025-10-16 14:33:49,humidity,74.98,High Humidity
